"agency_cd","site_no","sample_dt","SSC_mgL","sample_depth_m","sample_method","lon","lat","dist2river_m","dist_downstream_km"
"USGS","2359170","1992-09-18","15","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2358000","1994-07-08","146","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2359170","1999-08-24","16","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2358000","1992-07-28","6","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1990-05-21","10","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1990-05-21","9","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1990-09-10","5","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1986-07-31","6","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2359170","1990-09-12","19","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2358000","1986-09-22","3","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1999-04-15","10","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1992-05-05","10","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1986-07-31","8","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","303557084561502","1981-09-01","10","3.90144","USGS","5930140.00146499","1322524.73351803","90.7666800413125","553.109950715927"
"USGS","302100085023801","1981-08-24","16","1.03632","USGS","5946583.66731794","1300049.41610151","190.084677954688","599.788654094282"
"USGS","2358000","1992-07-28","20","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1999-04-15","9","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1990-05-21","7","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1986-07-31","8","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1986-06-18","8","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1986-06-18","9","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1999-04-15","14","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1986-07-31","6","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1986-07-31","7","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2359170","1999-06-02","26","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2358000","1992-07-28","21","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1990-05-21","9","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1990-07-16","12","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2359170","1999-07-19","20","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2358000","1989-06-18","11","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1986-07-31","7","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","302128085021602","1981-08-24","19","0.79248","USGS","5946218.81205254","1301001.51178964","47.5006515440363","598.970421173636"
"USGS","2359170","1999-04-23","17","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2358000","1999-08-25","2","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2359170","1990-09-12","17","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2358000","1986-09-22","4","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","300655085075501","1981-08-20","37","0.73152","USGS","5962643.33348671","1279927.19775911","35.6032884265328","642.008136807927"
"USGS","2358000","1986-09-22","4","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2359170","1990-05-22","40","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","304108084520302","1981-06-15","11","2.4384","USGS","5926150.75498136","1333260.80708668","105.040969537495","540.750493082186"
"USGS","2358000","1999-05-25","7","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1990-09-10","2","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1986-09-22","4","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","304035084521901","1981-06-15","13","0.1524","USGS","5926730.9203638","1332388.33285319","17.7228573321103","541.887566510659"
"USGS","2359170","1992-07-29","11","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2358000","1986-07-31","7","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2359170","1999-08-24","15","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2359170","1999-07-19","20","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2358000","1992-07-28","21","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1986-09-22","5","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2359170","1990-04-20","29","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2359170","1992-06-18","34","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2359170","1999-04-23","11","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2359170","1992-07-29","24","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2359170","1995-10-24","22","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2358000","1990-04-17","11","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","2005-09-28","10","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1990-09-10","5","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2359170","2005-06-09","24","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2358000","2005-07-06","8","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1990-05-21","7","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2359170","1990-09-12","18","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2338000","2005-05-24","12","NA","Equal discharge increment (edi)","5675461.69666168","1476204.43285897","12.9277412023594","134.996364015542"
"USGS","2358000","1986-07-31","9","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1986-07-31","6","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1990-04-17","13","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","2005-07-06","11","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","2005-07-06","9","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","300655085075503","1981-09-03","26","0.79248","USGS","5962643.33348671","1279927.19775911","35.6032884265328","642.008136807927"
"USGS","2359170","1992-09-18","17","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2358000","1990-07-16","12","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2359170","1990-09-12","18","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2359170","1992-07-29","25","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2358000","1990-07-16","12","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2359170","2005-06-09","26","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2358000","1986-09-22","3","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1986-06-18","7","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1986-07-31","6","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","303636084554802","1981-06-11","13","0.57912","USGS","5929573.81466785","1323757.50214611","97.5010335798257","551.730505509775"
"USGS","2358000","1986-07-31","6","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2359170","2005-06-09","27","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2358000","1986-06-18","7","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2359170","2005-09-26","26","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2358000","2005-09-28","9","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","2005-07-06","9","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1992-05-05","10","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1990-05-21","6","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","2005-09-28","8","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1986-06-18","8","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1990-04-17","11","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2359170","1992-06-18","37","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2358000","1990-09-10","7","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1986-09-22","5","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1986-06-18","6","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2359170","2005-06-09","32","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2358000","1983-07-08","15","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","300655085075502","1983-08-02","31","1.18872","USGS","5962643.33348671","1279927.19775911","35.6032884265328","642.008136807927"
"USGS","2358000","2005-07-06","10","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","2005-07-06","6","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1992-06-19","8","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2359170","2005-09-26","26","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","302128085021602","1983-06-22","23","2.62128","USGS","5946218.81205254","1301001.51178964","47.5006515440363","598.970421173636"
"USGS","300717085083502","1983-07-22","32","1.12776","USGS","5961514.77430281","1279248.24439718","133.512957275444","640.03521626734"
"USGS","303636084554802","1983-06-27","9","1.8288","USGS","5929573.81466785","1323757.50214611","97.5010335798257","551.730505509775"
"USGS","2359170","2005-09-26","26","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2359170","1988-09-29","26","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2359170","1988-10-28","18","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","300717085083502","1983-06-20","28","0.6096","USGS","5961514.77430281","1279248.24439718","133.512957275444","640.03521626734"
"USGS","2358000","1998-10-22","10","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","300655085075502","1984-06-07","39","0.39624","USGS","5962643.33348671","1279927.19775911","35.6032884265328","642.008136807927"
"USGS","303557084561502","1984-06-25","8","1.12776","USGS","5930140.00146499","1322524.73351803","90.7666800413125","553.109950715927"
"USGS","295230085004602","1981-09-09","30","2.7432","USGS","5990156.16993163","1278154.59450348","12.9908819754992","684.725453807556"
"USGS","2358000","1984-09-18","17","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","302100085023802","1984-08-29","13","0.82296","USGS","5946583.66731794","1300049.41610151","190.084677954688","599.788654094282"
"USGS","302128085021602","1984-10-17","19","1.09728","USGS","5946218.81205254","1301001.51178964","47.5006515440363","598.970421173636"
"USGS","300655085075502","1984-06-07","41","4.7244","USGS","5962643.33348671","1279927.19775911","35.6032884265328","642.008136807927"
"USGS","300717085083502","1983-10-05","22","3.71856","USGS","5961514.77430281","1279248.24439718","133.512957275444","640.03521626734"
"USGS","2358000","1995-04-05","15","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1991-09-26","1","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","300655085075502","1982-06-09","37","1.24968","USGS","5962643.33348671","1279927.19775911","35.6032884265328","642.008136807927"
"USGS","300655085075502","1984-07-02","36","3.47472","USGS","5962643.33348671","1279927.19775911","35.6032884265328","642.008136807927"
"USGS","300717085083502","1984-09-17","35","4.29768","USGS","5961514.77430281","1279248.24439718","133.512957275444","640.03521626734"
"USGS","2359170","1988-08-23","42","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","303308084582802","1982-06-21","15","0.27432","USGS","5932357.19173811","1316784.07397531","246.862602765484","561.359799438438"
"USGS","300655085075502","1983-08-25","42","1.64592","USGS","5962643.33348671","1279927.19775911","35.6032884265328","642.008136807927"
"USGS","2358000","1998-04-20","28","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","300655085075502","1982-08-13","43","1.40208","USGS","5962643.33348671","1279927.19775911","35.6032884265328","642.008136807927"
"USGS","302128085021602","1984-10-17","17","0.36576","USGS","5946218.81205254","1301001.51178964","47.5006515440363","598.970421173636"
"USGS","2359170","1989-04-16","93","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2359170","1991-04-12","41","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","303557084561502","1984-06-25","7","0.36576","USGS","5930140.00146499","1322524.73351803","90.7666800413125","553.109950715927"
"USGS","300655085075502","1983-08-25","30","0.97536","USGS","5962643.33348671","1279927.19775911","35.6032884265328","642.008136807927"
"USGS","2359170","1988-05-12","47","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2359170","1987-10-22","24","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","300655085075502","1983-08-25","28","3.90144","USGS","5962643.33348671","1279927.19775911","35.6032884265328","642.008136807927"
"USGS","2358000","1983-07-08","10","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","300655085075502","1983-10-05","21","3.84048","USGS","5962643.33348671","1279927.19775911","35.6032884265328","642.008136807927"
"USGS","2359170","2000-06-15","20","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","300655085075502","1981-06-01","51","0.67056","USGS","5962643.33348671","1279927.19775911","35.6032884265328","642.008136807927"
"USGS","302100085023801","1981-09-04","16","0.82296","USGS","5946583.66731794","1300049.41610151","190.084677954688","599.788654094282"
"USGS","303148084591202","1983-07-07","10","2.83464","USGS","5933681.56771972","1314536.08523947","182.143997210352","564.040288563386"
"USGS","2358000","1998-04-20","28","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2359170","1998-04-21","72","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2359170","1998-08-27","18","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2358000","1988-10-28","7","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","302128085021602","1984-08-15","19","1.2192","USGS","5946218.81205254","1301001.51178964","47.5006515440363","598.970421173636"
"USGS","304035084521902","1983-06-28","3","4.45008","USGS","5926730.9203638","1332388.33285319","17.7228573321103","541.887566510659"
"USGS","300655085075502","1983-08-25","54","0.54864","USGS","5962643.33348671","1279927.19775911","35.6032884265328","642.008136807927"
"USGS","2359170","1998-10-23","29","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2358000","1998-08-26","11","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1998-08-26","4","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2359170","1988-10-28","22","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
